step	loss_curve
0	0.6330898397642727
0	0.5687349878100268
0	0.5359790424828885
0	0.5058081772125772
0	0.47339559477216564
0	0.4494954292174013
0	0.4200529677543027
0	0.408604160275561
0	0.39030827880975627
0	0.35671930613308284
0	0.34217347380783764
0	0.3362990342327388
0	0.31356937759280484
0	0.2973807231219163
0	0.28834206437632726
0	0.2842431810195008
0	0.26703018654999666
0	0.2723763901055178
0	0.2565864380388139
0	0.2837758140509774
0	0.27657104691970663
0	0.24581157942607848
0	0.24420449474630523
0	0.2355804132632295
0	0.23470978313076266
0	0.21854627832017762
0	0.22139994339872665
0	0.21912516683690028
0	0.22207551010558624
0	0.22000735461675855
0	0.23426550627306086
0	0.2384509345194052
0	0.2506785423966813
0	0.2192126541613384
0	0.2140947304665609
0	0.19843302895660855
0	0.20601316262066294
0	0.19999963448680622
0	0.19882526563338998
0	0.19297597776705974
0	0.18934154743465487
0	0.18712150657013935
0	0.18896231304257563
0	0.19343012258111789
0	0.2128142686793525
0	0.1910016519919727
0	0.1832886667850828
0	0.17485021192860803
0	0.1934962289927519
0	0.19689615858740184
