step	loss_curve
0	0.683710791413817
0	0.6654502746020262
0	0.6507302009422775
0	0.6373346537443988
0	0.621438528949324
0	0.6048536025183145
0	0.5883435014890093
0	0.5716218328949482
0	0.5553730093394806
0	0.5399111688276494
0	0.5243525829025887
0	0.5105301605867317
0	0.4967170627495867
0	0.4838639257404471
0	0.47235157207688516
0	0.4612330093391323
0	0.45170929056799436
0	0.44345325900650884
0	0.4355120811204794
0	0.42761018579149757
0	0.42049188377724633
0	0.41355865390333546
0	0.40749150226172914
0	0.40164368359983144
0	0.3960888107216633
0	0.3915870564518066
0	0.3864700250577604
0	0.38142144297784236
0	0.37705135579568133
0	0.37255297375781044
0	0.3683200738314491
0	0.3640325372268354
0	0.3628307740961354
0	0.35765428806420463
0	0.354398561628961
0	0.351505341512194
0	0.34618544849780214
0	0.3426067949269663
0	0.33956834776822137
0	0.3364691904970538
0	0.3337902315137622
0	0.33105648852983344
0	0.32840088318387645
0	0.3259086802348687
0	0.3230414515946225
0	0.3209877665826938
0	0.31836829732216676
0	0.3162582440616603
0	0.31353153488078384
0	0.31138285579220293
0	0.30957730824143653
0	0.30727151096986954
0	0.30576031492933925
0	0.303637621178065
0	0.30128747544492224
0	0.2999228169204022
0	0.2975510457661731
0	0.2962881558547635
0	0.29369604420862166
0	0.29366815738180596
0	0.29064558176547994
0	0.29036196002269865
0	0.28811156494318024
0	0.2889857179781006
0	0.28589807490555474
0	0.2848384561801509
0	0.2831340456673103
0	0.28158253397519584
0	0.2804047324437217
0	0.2789582957972207
0	0.27824339266563153
0	0.27651219478423117
0	0.27550320682961876
0	0.2744221446108784
0	0.27379371781507283
0	0.27255184380886244
0	0.27251841119664494
0	0.27118262454941605
0	0.2699356439983617
0	0.2697751884919658
0	0.2677276651259846
0	0.2678105624571143
0	0.2662169262321834
0	0.2658246977860702
0	0.2646904945922485
0	0.26576459816214004
0	0.2623858754439145
0	0.26272540413321216
0	0.261126692792314
0	0.26126439488602904
0	0.26031089772158955
0	0.2607325908507689
0	0.2596688386794422
0	0.2585487360372456
0	0.2579403372317229
0	0.25729982180847377
0	0.25672009080072694
0	0.25548412258923503
0	0.2551188254988487
0	0.2549445508647282
0	0.25416732337008574
0	0.25406732027547313
0	0.2533903028438322
0	0.25246460920010433
0	0.2526065013553407
0	0.25334953944986166
0	0.25114024196196966
0	0.2528168863939947
0	0.250560046712065
0	0.2512561733493431
0	0.24885642891258208
0	0.2500391080556603
0	0.24893649237135262
0	0.2522538621645784
0	0.24783237007014447
0	0.2470702760176971
0	0.24751115268252222
0	0.24616544523118356
0	0.24592802178810913
0	0.24586290726701382
0	0.24670702163310793
0	0.24539087329519518
0	0.24604199640757451
0	0.2458440888616907
0	0.24453473100009315
0	0.24381844647921402
0	0.24336405462533534
0	0.24459537549700008
0	0.24330806691204254
0	0.243283862340633
0	0.2425862797812033
0	0.24229443148213878
0	0.24177243969566867
0	0.2412397831195636
0	0.24183277243214255
0	0.24013475259138295
0	0.2410953022727468
0	0.24028710150564456
0	0.24027891308348176
0	0.23963992370064102
0	0.23913893959566088
0	0.23867849620414902
0	0.2388831380473716
0	0.238544095326803
0	0.23833668135487096
0	0.2388712685901344
0	0.2381821290053578
0	0.23717231464750588
0	0.23670241272513298
0	0.23647909388510788
0	0.23721820057116844
0	0.23674621702836657
0	0.23568829360629673
0	0.23723878811331353
0	0.23572575202050236
0	0.2357634627885957
0	0.23523888054856004
0	0.2352982458156262
0	0.23505727137217053
0	0.23487563604237424
0	0.2345492992765099
0	0.23388271548696107
0	0.2340931563274044
0	0.23505633396913625
0	0.23379658491868288
0	0.2325626791998783
0	0.2330668620841161
0	0.23267506242074226
0	0.23390947588641828
0	0.23324082226367787
0	0.2340743191460928
0	0.23226205456491472
0	0.23156044282084673
0	0.2323580216374226
0	0.23267640443934323
0	0.23130234788153234
0	0.23138978001214122
0	0.23080674867438583
0	0.23119293641506047
0	0.23069514525306267
0	0.23043968673213
0	0.2303095442321348
0	0.2306181203266373
0	0.2298918385043083
0	0.23173159197407653
0	0.23167987913156207
0	0.2294379416146405
0	0.2305699169089883
0	0.22954618070386543
0	0.22889693169654574
0	0.22972305096663503
0	0.22927685042677803
0	0.22876498865224904
0	0.228345505021656
0	0.22827404603280574
0	0.22824590047103396
0	0.22817996406966898
0	0.2282270346755276
0	0.22849136303221526
0	0.22763440658877923
