step	loss_curve
0	0.6241944761748881
0	0.4612838411830549
0	0.35833534872746187
0	0.3014591277001364
0	0.2801451874818858
0	0.28020883445394107
0	0.24462412222008922
0	0.25042610724918024
0	0.23918269791955976
0	0.2333566833336191
0	0.22502941223644793
0	0.22807665375574282
0	0.22327190263303845
0	0.24190033949097747
0	0.24957975608508573
0	0.22290055929817798
0	0.2153799418768497
0	0.21535641437700678
0	0.2078741325494144
0	0.20677714683731488
0	0.2001788845799923
0	0.21989701398894404
0	0.19918298743086574
0	0.19651832035619077
0	0.19847581461801583
0	0.21295411664822442
0	0.21062710247354285
0	0.1947771950377694
0	0.19425593459097065
0	0.1915414625590212
0	0.19881285931197235
0	0.19458817694997976
0	0.19996094528209205
0	0.18625875474380896
0	0.19013220905074982
0	0.17740900128885265
0	0.1788680619606293
0	0.17822938349788592
0	0.181351740337684
0	0.18327186036985574
0	0.20079557448827068
0	0.17290984984284333
0	0.17540969931095435
0	0.17448982162057175
0	0.17069017677710144
0	0.1824513399475778
0	0.18048149986151246
0	0.16581488957146573
0	0.19104991656228276
0	0.16567081381319082
