step	loss_curve
0	0.6337507254729169
0	0.5574031643819685
0	0.5265601038631067
0	0.48663231400521745
0	0.4421346032905781
0	0.4057470478949024
0	0.37247645579520583
0	0.38171967775656984
0	0.3307281102925158
0	0.3131033859648204
0	0.30526820890198997
0	0.2766089305674595
0	0.2974842326502636
0	0.2861263877968168
0	0.26013501690190893
0	0.23932112407775444
0	0.23723024914377155
0	0.25995325103949934
0	0.23864015461509555
0	0.24292018194401052
0	0.23450748349013886
0	0.22338695662714267
0	0.22562284714282085
0	0.22317276292967198
0	0.20934785955353624
0	0.20096658213568958
0	0.20094296859462898
0	0.2072062042169416
0	0.23263091935886118
0	0.23651180071857658
0	0.20126939135407762
0	0.1974007197862555
0	0.21626808172803333
0	0.21298753247054494
0	0.19605932895368025
0	0.18855497902742974
0	0.18769472562879677
0	0.18985142394650023
0	0.22174387603523185
0	0.18694221054682006
0	0.18110293378923092
0	0.18754415488201936
0	0.1973577881542384
0	0.179833909932668
0	0.17306038340380908
0	0.1678096291928007
0	0.17537281012005912
0	0.19857421232323966
0	0.1985312195590482
0	0.1868887522711933
